statute,description,subject_no,trr_id
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530240,104669
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530280,104670
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19530280,104670
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19530280,104670
625 ILCS 5.0/4-103.2-A-3,"POSSESS STOLEN VEHICLE > $25,000",19530318,104672
625 ILCS 5.0/4-103.2-A-3,"POSSESS STOLEN VEHICLE > $25,000",19530318,104673
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19529889,104674
720 ILCS 5.0/12-3.05-D-6,AGG BATTERY/GOVERNMENT EMP,19529889,104674
720 ILCS 5.0/31-6-B,ESCAPE - PENAL INSTITUTION -  OR EMPLOYEE/ MISD OFF.,19529889,104674
720 ILCS 5.0/31-7-C,ESCAPE - AID - MISD OFFDR FROM INSTITUTION,19529889,104674
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19529889,104675
720 ILCS 5.0/12-3.05-D-6,AGG BATTERY/GOVERNMENT EMP,19529889,104675
720 ILCS 5.0/31-6-B,ESCAPE - PENAL INSTITUTION -  OR EMPLOYEE/ MISD OFF.,19529889,104675
720 ILCS 5.0/31-7-C,ESCAPE - AID - MISD OFFDR FROM INSTITUTION,19529889,104675
625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19530382,104676
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19530411,104677
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19530411,104677
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19530411,104677
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19530411,104677
720 ILCS 5.0/33A-2-A,ARMED VIOLENCE/CATEGORY I,19530411,104677
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19530411,104677
720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,19530411,104677
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19530411,104677
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19530411,104678
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19530411,104678
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19530411,104678
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19530411,104678
720 ILCS 5.0/33A-2-A,ARMED VIOLENCE/CATEGORY I,19530411,104678
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19530411,104678
720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,19530411,104678
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19530411,104678
720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,19530537,104679
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530537,104679
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19530537,104679
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),,104680
510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,19530566,104681
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19530566,104681
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19530566,104681
720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19530536,104682
720 ILCS 5.0/28-1-A-1,GAMBLING - PLAY GAME OF CHANCE,19530536,104682
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19530536,104682
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19530632,104683
720 ILCS 570.0/402-A-2-B,PCS - POSSESS 100<400 GRAMS COCAINE,19530632,104683
625 ILCS 5.0/11-501-A,IVC - AGG DUI/LIC SUSP OR REVOKED,19530698,104684
625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19530698,104684
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19530698,104684
625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19530698,104684
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19530698,104684
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19530698,104684
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19530698,104684
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19530698,104684
625 ILCS 5.0/11-501-A,IVC - AGG DUI/LIC SUSP OR REVOKED,19530698,104685
625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19530698,104685
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19530698,104685
625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19530698,104685
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19530698,104685
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19530698,104685
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19530698,104685
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19530698,104685
720 ILCS 5.0/12-2-C-6,AGG ASSAULT/USE FIR/PEACE OFF ,19530588,104686
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19530588,104686
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19530588,104686
720 ILCS 5.0/24-1.2-A-2,AGGR DISCHARGE FIREARM - OCCUPIED VEHICLE,19530588,104686
10-8-480,REFUSE - LITTER/ LIQUIDS ON PUB. WAY/WATER WAY,19530725,104687
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19530725,104687
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530725,104687
10-8-480,REFUSE - LITTER/ LIQUIDS ON PUB. WAY/WATER WAY,19530725,104688
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19530725,104688
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530725,104688
720 ILCS 5.0/12-2-C-6,AGG ASSAULT/USE FIR/PEACE OFF ,19530588,104689
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19530588,104689
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19530588,104689
720 ILCS 5.0/24-1.2-A-2,AGGR DISCHARGE FIREARM - OCCUPIED VEHICLE,19530588,104689
625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19530795,104690
625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19530795,104690
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19530795,104690
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19530795,104690
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19530795,104690
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530795,104690
720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19530795,104690
9-40-140,NEGLIGENT DRIVING,19530795,104690
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19530957,104691
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530957,104691
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19530957,104691
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19530957,104692
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530957,104692
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19530957,104692
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19530957,104693
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530957,104693
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19530957,104693
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19530957,104694
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19530957,104694
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19530957,104694
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19530996,104695
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19530996,104695
415 ILCS 105.0/4,LITTERING,19531144,104698
625 ILCS 5.0/11-804-B,IVC - FAIL TO SIGNAL,19531144,104698
625 ILCS 5.0/12-201-B,IVC - HEAD/TAIL/SIDE LIGHTS 1ST & 2ND,19531144,104698
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19531144,104698
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19531144,104698
720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,19531144,104698
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19531144,104698
720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19531218,104700
720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,19531233,104701
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1953127,104702
8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,1953127,104702
9-40-060,DRIVING ON BICYCLE PATHS,1953127,104702
9-40-130,OBSTRUCTION OF TRAFFIC BY MOTORIST,1953127,104702
9-40-200(C),OPERATOR SIGNAL CHANGE LANE,1953127,104702
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19531348,104703
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531348,104703
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19531348,104703
8-4-120,DAMAGE TO PUBLIC PROPERTY,19531348,104703
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19531348,104704
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531348,104704
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19531348,104704
8-4-120,DAMAGE TO PUBLIC PROPERTY,19531348,104704
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",1953134,104705
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1953134,104705
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,1953134,104705
8-4-120,DAMAGE TO PUBLIC PROPERTY,1953134,104705
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19531362,104706
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19531362,104706
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531362,104706
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19531348,104707
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531348,104707
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19531348,104707
8-4-120,DAMAGE TO PUBLIC PROPERTY,19531348,104707
720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19531350,104708
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531350,104708
720 ILCS 5.0/31-6-C,ESCAPE - FROM PEACE OFFICER - MISDEMEANOR,19531350,104708
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19531362,104709
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19531362,104709
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531362,104709
625 ILCS 5.0/11-501-A,IVC - AGG DUI/LIC SUSP OR REVOKED,19531413,104710
625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19531413,104710
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19531413,104710
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19531413,104710
625 ILCS 5.0/6-101,FAIL OBTAIN LIC/AFTER REVOC,19531413,104710
625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19531413,104710
9-40-130,OBSTRUCTION OF TRAFFIC BY MOTORIST,19531413,104710
9-76-210(B),BROKEN OR CRACKED GLASS EXCEEDS SIX INCHES,19531413,104710
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19531421,104711
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531441,104712
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19531558,104715
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19531558,104715
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19531558,104715
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19531636,104716
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19531636,104716
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531636,104716
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531677,104719
625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19531776,104722
625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19531776,104722
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19531776,104722
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19531776,104722
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19531957,104725
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19531957,104725
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19531957,104725
9-52-020,RIDING BICYCLE ON SIDEWALK,19531957,104725
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19532050,104729
720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19532050,104729
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532050,104729
625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19532132,104730
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19532132,104730
625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19532132,104730
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19532132,104730
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532132,104730
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532132,104730
9-12-050(B),"LANES, FAIL TO KEEP IN",19532132,104730
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19532122,104731
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19532122,104731
9-24-010(B),STOP AT STOP SIGN,19532122,104731
9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19532122,104731
625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19532132,104732
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19532132,104732
625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19532132,104732
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19532132,104732
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532132,104732
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532132,104732
9-12-050(B),"LANES, FAIL TO KEEP IN",19532132,104732
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19532142,104734
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19532142,104734
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532142,104734
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19532050,104735
720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19532050,104735
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532050,104735
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19532142,104736
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19532142,104736
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532142,104736
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19532140,104737
720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,19532140,104737
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19532209,104738
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,19532209,104738
720 ILCS 5.0/28-1-A-1,GAMBLING - PLAY GAME OF CHANCE,19532209,104738
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532209,104738
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532227,104739
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532227,104739
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532227,104740
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532227,104740
720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,19532194,104741
725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19532194,104741
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532227,104742
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532227,104742
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532227,104743
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532227,104743
625 ILCS 5.0/11-502-B,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,19532368,104745
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532368,104745
720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19532368,104745
720 ILCS 5.0/24-5-B,POSS FIREARM W/DEFACED SERIAL NUMBER,19532368,104745
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532368,104745
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19532368,104745
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19532368,104745
9-12-050(B),"LANES, FAIL TO KEEP IN",19532368,104745
625 ILCS 5.0/11-502-B,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,19532331,104749
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532331,104749
720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19532331,104749
720 ILCS 5.0/24-5-B,POSS FIREARM W/DEFACED SERIAL NUMBER,19532331,104749
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532331,104749
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19532331,104749
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19532331,104749
9-12-050(B),"LANES, FAIL TO KEEP IN",19532331,104749
625 ILCS 5.0/11-502-B,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,19532368,104755
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532368,104755
720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19532368,104755
720 ILCS 5.0/24-5-B,POSS FIREARM W/DEFACED SERIAL NUMBER,19532368,104755
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532368,104755
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19532368,104755
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19532368,104755
9-12-050(B),"LANES, FAIL TO KEEP IN",19532368,104755
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19532408,104757
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19532408,104757
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19532565,104759
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19532565,104759
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19532565,104759
720 ILCS 5.0/24-1.6-A-1,UUW -  WEAPON - AGG./VEH. OR CONCEALED,19532565,104759
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19532565,104759
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19532565,104759
9-40-220,OPERATOR SIGNAL- MEANS,19532565,104759
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,1953253,104761
625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,1953253,104761
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED FIREARM,1953253,104761
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED/NO FCCA,1953253,104761
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,1953253,104761
9-76-120,REAR VIEW MIRRORS,1953253,104761
9-76-230,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,1953253,104761
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,1953253,104762
625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,1953253,104762
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED FIREARM,1953253,104762
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED/NO FCCA,1953253,104762
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,1953253,104762
9-76-120,REAR VIEW MIRRORS,1953253,104762
9-76-230,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,1953253,104762
720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,1953262,104767
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,1953262,104767
720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,1953262,104768
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,1953262,104768
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532643,104769
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19532643,104769
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532643,104769
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532643,104770
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19532643,104770
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532643,104770
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532698,104771
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 3 OFFENSE,19532698,104771
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19532698,104771
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532698,104772
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 3 OFFENSE,19532698,104772
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19532698,104772
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532698,104773
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 3 OFFENSE,19532698,104773
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19532698,104773
720 ILCS 5.0/12C-5-A-1,CAUSE CHILD TO BE ENDANGERED,19532754,104774
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19532754,104774
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532754,104774
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS A OFFENSE,19532754,104774
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19532754,104774
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532724,104775
720 ILCS 5.0/12C-5-A-1,CAUSE CHILD TO BE ENDANGERED,19532754,104776
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19532754,104776
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532754,104776
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS A OFFENSE,19532754,104776
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19532754,104776
625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19532728,104777
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532728,104777
